actiongeocountrycode,eventbasecode,No_events,Tone,Goldstein,yearmonth
AJ,128,1,-13.6842105263158,-5.0,202001
AJ,128,5,-9.820494233639756,-5.0,202002
AJ,129,1,0.46948356807512,-5.0,202002
AJ,130,18,-4.477556687585587,-4.4,202001
AJ,130,13,-2.692119339905481,-4.4,202002
AJ,131,1,-3.66666666666666,-5.8,202002
AJ,138,17,-4.786534386126178,-7.0,202001
AJ,138,5,-5.742779498110435,-7.0,202002
AJ,139,3,-3.6608151113848635,-7.0,202001
AJ,140,1,-5.0112191473448,-6.5,202001
AJ,140,11,-6.4081275714772294,-6.5,202002
AJ,141,1,-4.11764705882353,-6.5,192001
AJ,141,1,-4.11764705882353,-6.5,201912
AJ,141,35,-4.859665528322782,-6.5,202001
AJ,141,46,-4.905448080763906,-6.5,202002
AJ,143,2,-1.7071889253542651,-6.5,202001
AJ,143,6,-3.783773824680633,-6.5,202002
AJ,144,1,-6.19926199261993,-7.5,202002
AJ,145,4,-5.710297697520405,-7.5,202001
AJ,150,1,2.83630470016208,-7.2,201902
AJ,150,5,1.603776910541788,-7.2,202001
AJ,150,3,-2.504232214377143,-7.2,202002
AJ,152,1,-4.64788732394366,-7.2,202002
AJ,154,1,0.564971751412431,-7.2,202001
AJ,154,3,-0.3505147553167034,-7.2,202002
AJ,160,2,-2.41545893719807,-4.0,192001
AJ,160,35,-2.5733889649381876,-4.0,202001
AJ,160,22,-1.1845353743349067,-4.0,202002
AJ,161,2,-4.462100041160291,-4.0,202002
AJ,162,3,-1.11223458038423,-5.599999999999999,202002
AJ,163,2,-1.0540184453228,-8.0,202001
AJ,163,10,-3.228441190775711,-8.0,202002
AJ,164,1,-3.06553911205074,-7.0,192001
AJ,164,4,-2.6346334378677723,-7.0,202002
AJ,166,4,-1.677631578947365,-7.0,202001
AJ,170,3,-6.252237684183446,-7.0,202001
AJ,170,2,-8.124085658073975,-7.0,202002
AJ,171,12,-3.8000698287302885,-9.2,202001
AJ,171,8,-6.838798287164895,-9.2,202002
AJ,172,3,-4.11764705882353,-5.0,192001
AJ,172,2,-5.95744680851064,-5.0,201901
AJ,172,1,-4.11764705882353,-5.0,201912
AJ,172,21,-3.1940431466773895,-5.0,202001
AJ,172,25,-3.7502221117147445,-5.0,202002
AJ,173,1,0.74845427920599,-5.0,192001
AJ,173,1,1.65016501650165,-5.0,201901
AJ,173,3,-8.236846445653994,-5.0,201902
AJ,173,3,-4.838610248064307,-5.0,201912
AJ,173,79,-3.987590566842647,-5.0,202001
AJ,173,113,-3.7077301196125374,-5.0,202002
AJ,174,11,-5.47395722018442,-5.0,202001
AJ,174,16,-3.4826089977562926,-5.0,202002
AJ,175,3,-5.8734408220973,-9.0,202001
AJ,175,11,-8.63791123914826,-9.0,202002
AJ,180,22,-5.298047936620737,-9.0,202001
AJ,180,29,-5.064784486656865,-9.0,202002
AJ,181,16,-4.541755478819726,-9.0,202001
AJ,181,16,-5.598039741175725,-9.0,202002
AJ,182,3,0.16155088852989,-9.0,192001
AJ,182,21,-5.361291514492665,-9.119047619047619,202001
AJ,182,22,-5.444026265236347,-9.295454545454545,202002
AJ,186,2,2.146007007369825,-10.0,202002
AJ,190,12,-2.6000519920626357,-10.0,192001
AJ,190,1,-5.40851553509782,-10.0,201901
AJ,190,119,-4.842121865836239,-10.0,202001
AJ,190,202,-5.482786159636408,-10.0,202002
AJ,191,2,-4.79666319082378,-9.5,202001
AJ,191,2,-7.38362760834671,-9.5,202002
AJ,192,1,-4.55840455840456,-9.5,192001
AJ,192,29,-4.043597550372371,-9.5,202001
AJ,192,8,-4.78675779924575,-9.5,202002
AJ,193,5,-8.54150799695352,-10.0,192001
AJ,193,30,-6.531167680850991,-10.0,202001
AJ,193,39,-6.194717892007358,-10.0,202002
AJ,194,1,-3.19634703196347,-10.0,192001
AJ,194,3,0.59066745422327,-10.0,202001
AJ,194,6,-4.63439752832132,-10.0,202002
AJ,195,4,-0.07504934346597492,-10.0,202002
AJ,196,2,-6.06060606060606,-9.5,192001
AJ,196,16,-8.020852576168975,-9.5,202001
AJ,196,9,-7.796329764201049,-9.5,202002
AJ,202,28,-4.708594610251732,-10.0,202001
AJ,202,54,-6.398957939798691,-10.0,202002
AJ,203,1,-4.55840455840456,-10.0,192001
AJ,203,31,-4.657489059203133,-10.0,202001
AJ,203,38,-2.9536042197186383,-10.0,202002
AL,010,7,-2.3095331682828797,0.0,192001
AL,010,3,-5.784694597591518,0.0,201901
AL,010,1,3.24074074074074,0.0,201902
AL,010,129,-2.4726214236615514,0.0,202001
AL,010,152,-2.063178457374973,0.0,202002
AL,012,1,-4.60947503201024,-0.4,192001
AL,012,1,0.7366482504604,-0.4,201902
AL,012,18,-2.1218743475437463,-0.4,202001
AL,012,41,-3.7411835834600558,-0.4000000000000001,202002
AL,013,1,-2.64900662251655,0.4,192001
AL,013,1,-0.43572984749455,0.4,201901
AL,013,1,0.27472527472527,0.4,201902
AL,013,33,-0.851544566938264,0.4,202001
AL,013,43,-1.936746205715494,0.39999999999999997,202002
AL,014,8,-1.5843936111359338,0.0,202001
AL,014,10,-1.5602149753640842,0.0,202002
AL,015,3,-5.495356037151704,0.0,202001
AL,015,7,-4.511511628823066,0.0,202002
AL,016,2,-10.30972492960795,-2.0,202001
AL,016,7,-0.19751682405716856,-2.0,202002
AL,017,3,-5.420054200542009,0.0,192001
AL,017,21,-4.520183500499315,0.0,202001
AL,017,18,1.9918191569824333,0.0,202002
AL,018,2,2.13592233009709,3.4,192001
AL,018,3,-6.84828189579751,3.4,202002
AL,019,1,-5.55555555555556,3.4,202002
AL,020,13,-3.968955797520835,3.0,192001
AL,020,1,2.50783699059562,3.0,201901
AL,020,1,0.27472527472527,3.0,201902
AL,020,68,-1.0254483793202764,3.0,202001
AL,020,204,-1.29014746937159,3.0,202002
AL,021,2,-8.30618892508144,3.4,192001
AL,022,5,1.9218594018163198,3.2,202001
AL,022,3,-0.5319148936170267,3.2000000000000006,202002
AL,023,2,-3.828419137865395,3.4,192001
AL,023,11,-1.5324501068462963,3.4,202001
AL,023,4,-2.335296780764428,3.4,202002
AL,024,2,-3.2405652715360898,-0.3,202001
AL,025,1,-5.16795865633075,-0.3,192001
AL,025,1,-0.79155672823219,-0.3,202001
AL,026,14,-0.37824435673811285,4.0,202001
AL,026,13,-1.0201592466826053,4.0,202002
AL,030,3,-0.70560281453476,4.0,192001
AL,030,37,-1.0306246690969627,4.0,202001
AL,030,30,1.083622318316542,4.0,202002
AL,031,9,1.8458956451310478,5.2,202001
AL,031,15,1.1882814850468162,5.2,202002
AL,032,2,1.93236714975846,4.5,202001
AL,032,5,1.18384710579019,4.5,202002
AL,033,2,-2.065081351689615,5.2,202001
AL,033,10,-0.19640971516042702,5.2,202002
AL,035,1,-0.64102564102564,7.0,192001
AL,035,2,-5.948674573037955,7.0,202001
AL,035,4,-0.361036831296995,7.0,202002
AL,036,6,-1.0960654928929179,4.0,201902
AL,036,77,-0.04288089255514553,4.0,202001
AL,036,96,-0.7309339709595895,4.0,202002
AL,037,5,-0.20125991426056,5.0,202001
AL,039,1,-3.48432055749129,5.0,202002
AL,040,2,0.6134668237141752,1.0,192001
AL,040,1,-0.43572984749455,1.0,201901
AL,040,1,2.55681818181818,1.0,201912
AL,040,149,-0.402453335364247,1.0,202001
AL,040,226,0.2009834833013462,1.0,202002
AL,041,8,-4.6890148278049555,1.0,202002
AL,042,1,1.70940170940171,1.9,192001
AL,042,3,2.9411764705882404,1.8999999999999997,201902
AL,042,1,-4.0650406504065,1.9,201912
AL,042,170,-1.4465675504311353,1.9,202001
AL,042,174,-0.12916267060695957,1.9,202002
AL,043,5,1.7049737675408998,2.8,192001
AL,043,3,2.9411764705882404,2.7999999999999994,201902
AL,043,1,-4.0650406504065,2.8,201912
AL,043,181,-1.4409199045773924,2.8,202001
AL,043,171,0.37129255069038963,2.8,202002
AL,044,1,-4.16666666666667,2.5,202002
AL,045,13,0.7040716451968531,5.0,202002
AL,046,14,-0.5302310787258346,7.0,192001
AL,046,16,1.4590133928876339,7.0,201901
AL,046,12,-1.1474066022179634,7.0,201902
AL,046,91,0.14477038348418517,7.0,202001
AL,046,177,0.20894548629121606,7.0,202002
AL,050,4,-1.4857532248756051,3.5,192001
AL,050,2,2.50783699059562,3.5,201901
AL,050,21,-0.08062785328875612,3.5,202001
AL,050,60,0.22825750528251226,3.5,202002
AL,051,2,2.13592233009709,3.4,192001
AL,051,88,0.1617410474704036,3.4,202001
AL,051,155,0.7949996747665206,3.4,202002
AL,052,2,-4.91803278688525,3.5,202001
AL,052,1,-1.32311977715877,3.5,202002
AL,054,9,0.4667979775671686,6.0,202001
AL,054,2,0.41152263374486,6.0,202002
AL,055,3,-12.176441640037268,7.0,202002
AL,057,4,2.5662654870391552,8.0,192001
AL,057,2,2.55681818181818,8.0,201912
AL,057,47,-0.28446327081246914,8.0,202001
AL,057,46,-0.5712803806168659,8.0,202002
AL,060,1,0.64935064935065,6.0,192001
AL,060,8,-0.8090359863409501,6.0,201902
AL,060,14,-0.47497202922035076,6.0,202001
AL,060,32,0.11453222168096634,6.0,202002
AL,061,15,0.3618847958085614,6.4,202002
AL,062,2,-3.21316614420063,7.4,202001
AL,063,1,-8.30618892508144,7.4,192001
AL,063,4,-7.056180390225215,7.4,201902
AL,063,2,-5.356238919117195,7.4,202001
AL,063,2,-10.389106291291055,7.4,202002
AL,064,1,-1.1208967173739,7.0,202002
AL,070,2,-1.015671423133905,7.0,192001
AL,070,14,0.7783410447241064,7.0,202001
AL,070,37,-0.45831901335413805,7.0,202002
AL,071,15,0.3780184093325741,7.4,202001
AL,071,28,-0.35878249312177957,7.4,202002
AL,072,2,0.50409577819786,8.3,192001
AL,072,1,-3.46320346320346,8.3,202002
AL,073,8,-1.516964143699489,7.4,202001
AL,073,2,-2.258805513016845,7.4,202002
AL,075,2,-4.126012211017355,7.0,202001
AL,080,22,-3.214900771426109,5.0,202001
AL,080,18,-3.3442575797843452,5.0,202002
AL,081,3,-3.01809222824272,5.0,202001
AL,081,3,-7.504690431519701,5.0,202002
AL,083,4,-0.35130701465884995,5.0,202001
AL,083,1,-1.51187904967603,5.0,202002
AL,084,1,-8.30618892508144,7.0,192001
AL,084,26,-0.354904253221893,7.0,202001
AL,084,36,-3.248057382012948,7.0,202002
AL,087,1,-0.4,10.0,192001
AL,087,1,-0.4,10.0,201901
AL,087,7,-0.8193184376059186,10.0,202001
AL,087,4,-1.1106210294144068,10.0,202002
AL,090,21,-1.8618371356084178,-2.0,202001
AL,090,35,-2.03691218259435,-2.0,202002
AL,100,44,-3.8494058389764167,-5.0,202001
AL,100,14,-3.6479672328033454,-5.0,202002
AL,101,1,-5.33333333333334,-5.0,202001
AL,101,1,-9.63222416812611,-5.0,202002
AL,104,1,-3.89221556886228,-5.0,202002
AL,110,1,-1.44927536231884,-2.0,192001
AL,110,23,-4.022607871913861,-2.0,202001
AL,110,50,-3.413472111635549,-2.0,202002
AL,111,4,-5.774399675431701,-2.0,192001
AL,111,1,-12.5,-2.0,201901
AL,111,55,-6.110550172777268,-2.0,202001
AL,111,30,-5.614452855548865,-2.0,202002
AL,112,2,-3.57142857142857,-2.0,192001
AL,112,1,-5.68627450980392,-2.0,201901
AL,112,12,-7.394203252896621,-2.0,202001
AL,112,27,-5.71887701384091,-2.0,202002
AL,114,6,-4.97101388146991,-2.0,202002
AL,115,2,0.85106382978724,-2.0,202002
AL,120,3,-3.758893939933683,-4.0,192001
AL,120,2,2.2657318741450103,-4.0,201902
AL,120,22,-1.8364580616636301,-4.0,202001
AL,120,39,-2.2801835980721066,-4.0,202002
AL,123,1,-1.37202442203471,-4.0,202001
AL,125,2,-8.22050290135393,-5.0,202001
AL,125,2,-0.91407678244972,-5.0,202002
AL,127,1,0.0,-5.0,202002
AL,128,2,-8.30618892508144,-5.0,192001
AL,128,1,-12.9716981132075,-5.0,202002
AL,129,1,-1.98170731707318,-5.0,201902
AL,129,6,-0.8598432564419666,-5.0,202001
AL,129,2,-3.448953934961975,-5.0,202002
AL,130,13,-4.6350285148815935,-4.4,202001
AL,130,25,-2.893159177764129,-4.4,202002
AL,133,1,-4.10958904109589,-5.8,202001
AL,136,1,-6.45161290322581,-7.0,202001
AL,138,3,-5.485925624628083,-7.0,201901
AL,138,3,-6.149836844980573,-7.0,202001
AL,138,5,-8.101783482594966,-7.0,202002
AL,139,3,3.24675324675324,-7.0,202002
AL,140,1,-10.0671140939597,-6.5,202001
AL,140,1,-4.95283018867924,-6.5,202002
AL,141,4,-5.45986507909402,-6.5,201902
AL,141,10,-2.390335622360806,-6.5,202001
AL,141,7,-5.7359279726203924,-6.5,202002
AL,143,2,-2.45287147833306,-6.5,202001
AL,143,1,-6.34765625,-6.5,202002
AL,145,4,-5.45986507909402,-7.5,201902
AL,145,3,-5.950308672549347,-7.5,202002
AL,151,1,-4.65949820788531,-7.2,202001
AL,154,4,-0.5413829915755626,-7.2,202002
AL,160,2,-2.64900662251655,-4.0,192001
AL,160,7,-5.426417603783343,-4.0,202001
AL,160,8,-4.0013654995966315,-4.0,202002
AL,161,13,-6.626144084092455,-4.0,202001
AL,161,22,-0.9512947138193962,-4.0,202002
AL,163,2,-6.774791473586655,-8.0,201902
AL,163,10,-3.009909028599091,-8.0,202002
AL,170,4,-5.62451133256502,-7.0,201901
AL,170,1,-5.29500756429652,-7.0,202001
AL,170,5,-4.761123718438521,-7.0,202002
AL,171,4,-0.14882163602056997,-9.2,202001
AL,171,7,-5.7672541044587975,-9.2,202002
AL,172,12,-1.6899047939116165,-5.0,202001
AL,172,19,-4.457035802052052,-5.0,202002
AL,173,5,-5.094392865230188,-5.0,192001
AL,173,2,-5.16795865633075,-5.0,201901
AL,173,52,-6.533514649158618,-5.0,202001
AL,173,73,-6.571882107110558,-5.0,202002
AL,174,32,-5.656225250686198,-5.0,202001
AL,174,5,-6.449081999316246,-5.0,202002
AL,175,4,-5.45986507909402,-9.0,201902
AL,175,3,-4.629796724374323,-9.0,202002
AL,180,2,-7.1669947808381345,-9.0,202001
AL,181,2,-2.87383431909721,-9.0,202001
AL,181,3,-4.838143073898849,-9.0,202002
AL,182,1,-6.84932792142602,-9.0,202001
AL,182,3,-3.7412387726493965,-9.333333333333334,202002
AL,186,1,-4.13016270337923,-10.0,202001
AL,186,6,-6.482180090383459,-10.0,202002
AL,190,2,-5.516149549250596,-10.0,192001
AL,190,52,-4.464315459281123,-10.0,202001
AL,190,33,-4.444909004393861,-10.0,202002
AL,191,1,-5.26315789473684,-9.5,202002
AL,192,2,-2.555546425343245,-9.5,202001
AL,192,1,-5.92417061611374,-9.5,202002
AL,193,17,-2.910131771580482,-10.0,202001
AL,193,4,-1.2948827532285174,-10.0,202002
AL,203,5,0.6463553670106139,-10.0,202002
AM,010,43,-0.7747413087834617,0.0,192001
AM,010,2,1.05820105820105,0.0,201902
AM,010,728,-1.9914608193763499,0.0,202001
AM,010,921,-1.3179409602240282,0.0,202002
AM,011,9,-4.739039156052666,-0.1,202001
AM,011,17,-3.369556400926696,-0.1,202002
AM,012,11,-3.071874518596866,-0.4,192001
AM,012,4,-5.96026490066225,-0.4,201902
AM,012,1,-3.64656381486676,-0.4,201912
AM,012,79,-3.345018934134946,-0.4,202001
AM,012,114,-3.0313877337363158,-0.4,202002
AM,013,8,-1.723015018256595,0.4,192001
AM,013,1,2.98913043478261,0.4,201902
AM,013,141,-1.4017407287953842,0.4,202001
AM,013,136,-1.3090071169087407,0.4,202002
AM,014,4,2.65486725663717,0.0,192001
AM,014,46,-3.256899678176326,0.0,202001
AM,014,41,-1.2075862505405808,0.0,202002
AM,015,5,-5.491507605512286,0.0,192001
AM,015,4,-2.4586866710154376,0.0,202001
AM,015,7,-7.815912009313003,0.0,202002
AM,016,2,-6.18023112859602,-2.0,192001
AM,016,43,-4.835586364348481,-2.0,202001
AM,016,26,-7.496738583289777,-2.0,202002
AM,017,94,-0.5767879450656445,0.0,202001
AM,017,89,-0.442538944364978,0.0,202002
AM,018,10,-4.2676231096618755,3.4,192001
AM,018,64,-3.966896631961787,3.4,202001
AM,018,96,-2.0835617884212994,3.4,202002
AM,019,2,-1.0212418300653598,3.4,202001
AM,019,1,4.03071017274472,3.4,202002
AM,020,12,-1.3478730732738118,3.0,192001
AM,020,2,-2.67753201396973,3.0,201901
AM,020,2,-0.5971262315400251,3.0,201902
AM,020,311,-2.420248520354774,3.0,202001
AM,020,407,-1.8018739722975021,3.0,202002
AM,021,6,-4.8602348959778885,3.4,202001
AM,021,8,-1.558731796082185,3.4,202002
AM,022,11,-1.974355363754267,3.2,202001
AM,022,18,-3.444044856689488,3.2,202002
AM,023,11,3.4415200754405344,3.4,202001
AM,023,26,-1.3854227323767565,3.3999999999999995,202002
AM,024,5,-3.286595810688376,-0.3,202002
AM,025,2,-5.21472392638037,-0.3,192001
AM,025,2,-7.44208592713542,-0.3,202001
AM,025,20,-2.5175813833535434,-0.3,202002
AM,026,1,-1.9718309859155,4.0,192001
AM,026,37,-0.23841285545405108,4.0,202001
AM,026,34,0.028081926416214157,4.0,202002
AM,027,2,-6.71378091872792,4.0,192001
AM,027,4,-2.2955857701620426,4.0,202001
AM,027,8,1.4260898651286087,4.0,202002
AM,028,4,8.88888888888889,4.0,202001
AM,028,5,0.16821899136756002,4.0,202002
AM,030,3,-4.733221421283036,4.0,192001
AM,030,77,0.0981184211302629,4.0,202001
AM,030,93,0.2483783077326268,4.0,202002
AM,031,20,-1.3260187961743346,5.2,202001
AM,031,38,2.696128266126047,5.2,202002
AM,032,3,-2.47877758913412,4.5,202002
AM,033,1,-1.9718309859155,5.2,192001
AM,033,11,-1.9564001868977998,5.2,202001
AM,033,30,-2.1085124529545713,5.3066666666666675,202002
AM,034,1,7.57575757575758,7.0,202001
AM,034,5,-3.2619840952507877,7.0,202002
AM,035,8,-3.42273666249243,7.0,202001
AM,035,4,-1.8439440769352624,7.0,202002
AM,036,20,2.976980819267628,4.0,192001
AM,036,2,0.0,4.0,201912
AM,036,250,-0.4391377714278233,4.0,202001
AM,036,327,0.9451484284272516,4.0,202002
AM,037,4,-1.26002290950745,5.0,192001
AM,037,2,-1.18110236220472,5.0,202002
AM,039,3,-2.6431718061674,5.0,202001
AM,040,52,-1.2637564872680818,1.0,192001
AM,040,842,0.4108116476290263,1.0,202001
AM,040,1566,-0.5092081755367737,1.0,202002
AM,041,14,-3.7956346066180773,1.0,202001
AM,041,8,-0.008544087491454855,1.0,202002
AM,042,22,-0.25032172558624255,1.9,192001
AM,042,13,4.008788077984983,1.9,201901
AM,042,12,0.21410213642014164,1.8999999999999997,201902
AM,042,682,0.005614853296568957,1.9,202001
AM,042,788,0.2919137945256442,1.8999999999999997,202002
AM,043,20,0.2330718106397752,2.8,192001
AM,043,9,4.386378741119098,2.8,201901
AM,043,10,2.5034974080278287,2.8,201902
AM,043,632,-0.29500226017995546,2.8,202001
AM,043,705,0.3524071978894135,2.8,202002
AM,044,2,-4.36681222707423,2.5,201912
AM,044,14,-0.7200594935218977,2.5,202001
AM,044,23,1.264875312725367,2.5,202002
AM,045,8,-0.59042846160834,5.0,202001
AM,045,2,2.751912204855335,5.0,202002
AM,046,8,-1.2837220119330213,7.0,192001
AM,046,7,-5.009818496935195,7.0,201901
AM,046,2,0.0,7.0,201912
AM,046,347,-0.9783757166257298,7.0,202001
AM,046,398,0.7156652459876651,7.0,202002
AM,050,1,-4.42804428044281,3.5,192001
AM,050,82,-0.7854717481788371,3.5,202001
AM,050,110,1.3004729988080657,3.5,202002
AM,051,31,0.9284058529685248,3.4,192001
AM,051,2,3.80512346629704,3.4,201901
AM,051,2,4.86111111111111,3.4,201902
AM,051,457,1.8669729478217347,3.4,202001
AM,051,579,1.4913631936845184,3.4,202002
AM,052,1,0.8130081300813,3.5,202002
AM,053,3,-8.64079090375376,3.7999999999999994,202001
AM,054,30,-0.08447438223977469,6.0,202001
AM,054,20,0.6381962398759564,6.0,202002
AM,055,10,-3.3403033394251063,7.0,202001
AM,055,8,-3.9278446804730898,7.0,202002
AM,056,1,2.14655810510733,7.0,202002
AM,057,6,2.023121387283235,8.0,192001
AM,057,2,2.98913043478261,8.0,201902
AM,057,38,-2.3992087068633396,8.0,202001
AM,057,149,1.0607401050981569,8.0,202002
AM,060,8,-0.13661947640457173,6.0,192001
AM,060,2,-0.69868995633188,6.0,201901
AM,060,100,-1.6344950742875477,6.0,202001
AM,060,138,-1.2138118273818612,6.0,202002
AM,061,7,-0.947750167328023,6.4,192001
AM,061,24,-1.3761671769153903,6.400000000000001,202001
AM,061,13,-0.630605256846128,6.4,202002
AM,062,2,-1.63817663817664,7.4,192001
AM,062,41,-4.62529476207513,7.400000000000001,202001
AM,062,33,-5.743820759111194,7.4,202002
AM,063,1,-11.0655737704918,7.4,202002
AM,064,3,-1.7315654022602667,7.0,202001
AM,064,3,-1.9442474903907165,7.0,202002
AM,070,1,4.0468583599574,7.0,192001
AM,070,40,0.8825356630227448,7.0,202001
AM,070,64,1.3814872894025116,7.0,202002
AM,071,4,-3.0759477261565125,7.4,192001
AM,071,42,-0.2142400397510019,7.4,202001
AM,071,58,-1.1577765481947373,7.4,202002
AM,072,30,-4.04712477318461,8.3,202001
AM,072,20,-1.263642494707022,8.3,202002
AM,073,1,-4.19354838709678,7.4,192001
AM,073,11,-0.4656623552628675,7.4,202001
AM,073,27,-0.5693212850779422,7.4,202002
AM,074,5,4.9116130988477895,8.5,192001
AM,074,5,2.12121212121212,8.5,202001
AM,074,2,4.487562189054724,8.5,202002
AM,075,2,-2.04401314281347,7.0,202001
AM,075,8,-3.425211555575966,7.0,202002
AM,080,4,-3.853474968634565,5.0,192001
AM,080,51,-3.758592024732589,5.0,202001
AM,080,81,-3.26692189307465,5.0,202002
AM,081,3,1.08734125876107,5.0,202001
AM,081,8,-0.4974303048489826,5.0,202002
AM,083,44,-2.9854254912484834,5.0,202001
AM,083,25,-2.2698889442647907,5.0,202002
AM,084,1,-2.04081632653061,7.0,192001
AM,084,1,0.72090628218331,7.0,201901
AM,084,3,1.9426191482864734,7.0,201902
AM,084,79,-4.280358479830363,7.0,202001
AM,084,86,-2.73331793167273,7.0,202002
AM,086,8,-1.915926111000305,9.0,202001
AM,087,18,-3.8871172266634995,9.61111111111111,202001
AM,087,64,-3.399182087660375,9.59375,202002
AM,090,116,-2.9891434301330664,-2.0,202001
AM,090,132,-3.5500358761423647,-2.0,202002
AM,091,1,-4.01146131805158,-2.0,202001
AM,091,1,-8.16326530612245,-2.0,202002
AM,093,3,-0.042770042770043336,-2.0,202001
AM,093,2,-5.2396878483835,-2.0,202002
AM,100,9,-5.304470938673415,-5.0,192001
AM,100,71,-1.9685921332422458,-5.0,202001
AM,100,118,-2.053643424162234,-5.0,202002
AM,101,7,-3.323227667400204,-5.0,202001
AM,101,3,-3.3360678151490304,-5.0,202002
AM,104,7,-6.937424517020818,-5.0,202001
AM,104,2,-6.73489388031377,-5.0,202002
AM,105,14,-4.381763690595494,-5.0,202001
AM,105,16,-3.596820364111073,-5.0,202002
AM,106,1,-6.75675675675675,-5.0,202001
AM,106,2,-2.227401463299505,-5.0,202002
AM,107,1,0.9009009009009,-5.0,202002
AM,110,3,-1.6426323355563135,-2.0,192001
AM,110,110,-3.109091407542641,-2.0,202001
AM,110,174,-3.0940377934519185,-2.0,202002
AM,111,11,-2.4223602732188474,-2.0,192001
AM,111,7,-3.2898954336179114,-2.0,201912
AM,111,96,-3.208756297357226,-2.0,202001
AM,111,123,-4.922141822404525,-2.0,202002
AM,112,4,-7.109239396709425,-2.0,192001
AM,112,1,-7.61245674740485,-2.0,201912
AM,112,87,-5.458085991444753,-2.0,202001
AM,112,126,-5.663041126799786,-2.0,202002
AM,113,3,-4.850638211260526,-2.0,202001
AM,113,2,-5.019136842706589,-2.0,202002
AM,114,2,-2.04081632653061,-2.0,192001
AM,114,42,-5.3671983107525625,-2.0,202001
AM,114,27,-5.339755830927261,-2.0,202002
AM,115,19,-1.7277312247801475,-2.0,202001
AM,115,10,-0.9051368906097951,-2.0,202002
AM,120,4,-2.8827411286724125,-4.0,192001
AM,120,4,-3.4108609118704702,-4.0,201901
AM,120,119,-3.8725364802480096,-4.0,202001
AM,120,160,-3.806798875699368,-4.0,202002
AM,121,1,-3.7037037037037,-4.0,202001
AM,122,1,-2.89256198347108,-4.0,202001
AM,122,1,1.7353579175705,-4.0,202002
AM,123,2,-5.627906976744185,-4.0,202001
AM,124,3,-6.592233211005364,-4.0,192001
AM,124,32,-4.194230949478509,-4.0,202001
AM,124,52,-5.5340367610176475,-4.0,202002
AM,125,1,-1.26002290950745,-5.0,192001
AM,125,9,-3.58308970145295,-5.0,202001
AM,125,32,-1.936971918582396,-5.0,202002
AM,127,7,-2.4362080172367384,-5.0,202001
AM,127,8,-4.9289342489430625,-5.0,202002
AM,128,2,-1.98744769874477,-5.0,202001
AM,128,6,-8.38648259789458,-5.0,202002
AM,129,1,-3.65853658536585,-5.0,192001
AM,129,2,-4.97737556561086,-5.0,202002
AM,130,1,-2.50752256770311,-4.4,192001
AM,130,37,-2.8684440114657237,-4.4,202001
AM,130,41,-4.275912397320441,-4.4,202002
AM,131,1,-5.82524271844661,-5.8,202001
AM,131,1,1.61290322580645,-5.8,202002
AM,134,2,-4.12698412698413,-5.8,202001
AM,138,10,-4.5208415435443525,-7.0,202001
AM,138,20,-9.037319649362733,-7.0,202002
AM,140,8,-6.126135699411371,-6.5,202001
AM,140,9,-4.9353827296825346,-6.5,202002
AM,141,2,-6.01885424220449,-6.5,192001
AM,141,47,-3.8012317255239143,-6.5,202001
AM,141,56,-2.6360174031830184,-6.5,202002
AM,142,3,-12.368497529787874,-6.5,202001
AM,142,3,-3.7444465518366363,-6.5,202002
AM,143,4,-2.299116955151165,-6.5,202001
AM,144,3,-4.949645486158153,-7.5,202001
AM,145,6,-4.864052096355205,-7.5,202001
AM,150,3,-2.03112314120252,-7.2,202001
AM,150,9,-0.8429745241339447,-7.199999999999999,202002
AM,154,7,-1.2426923873663616,-7.2,202001
AM,154,5,-1.416038363548264,-7.2,202002
AM,160,6,-2.597677769302485,-4.0,192001
AM,160,31,-4.338696708615203,-4.0,202001
AM,160,83,-4.439130507370843,-4.0,202002
AM,161,1,1.13314447592068,-4.0,192001
AM,161,9,2.188182117278074,-4.0,202001
AM,162,1,-5.2060737527115,-5.6,202001
AM,163,2,1.70212765957447,-8.0,201902
AM,163,5,-5.4576178605046675,-8.0,202001
AM,163,5,-2.5398995440470076,-8.0,202002
AM,164,5,-1.3248262176506518,-7.0,202001
AM,164,2,3.65853658536585,-7.0,202002
AM,170,7,-7.930674973672737,-7.0,202001
AM,170,1,-8.87949260042279,-7.0,202002
AM,171,8,-2.858247042978001,-9.2,202001
AM,171,18,-3.189386175146653,-9.2,202002
AM,172,2,-2.11970074812968,-5.0,201902
AM,172,43,-3.520227152914576,-5.0,202001
AM,172,116,-4.011103797460448,-5.0,202002
AM,173,1,-6.92307692307692,-5.0,201901
AM,173,1,-7.61245674740485,-5.0,201912
AM,173,191,-5.513418805762986,-5.0,202001
AM,173,223,-5.920576992193256,-5.0,202002
AM,174,1,-5.09259259259259,-5.0,201901
AM,174,9,-3.4492696563731244,-5.0,202001
AM,174,17,-5.114779797536517,-5.0,202002
AM,175,1,-5.98086124401914,-9.0,202001
AM,175,1,-8.96414342629486,-9.0,202002
AM,180,13,-7.163005248909436,-9.0,202001
AM,180,45,-5.2078671472003935,-9.0,202002
AM,181,7,-5.809658858512301,-9.0,202001
AM,181,10,-6.79819669286753,-9.0,202002
AM,182,21,-6.538353734872644,-9.404761904761905,202001
AM,182,28,-5.334652238046344,-9.303571428571429,202002
AM,186,2,-4.6661239084973545,-10.0,192001
